n, iterative-time, recursive-time
3271,12125,12042
3272,12084,12083
3273,12125,12125
3274,12084,12042
3275,12125,12292
3276,12083,12083
3277,12125,12083
3278,12084,12167
3279,12167,12250
3280,12083,12083
3281,12083,12417
3282,11750,11667
3283,11750,12166
3284,19500,12375
3285,11750,11750
3286,11709,11750
3287,11750,11708
3288,11750,11750
3289,11750,11750
3290,11833,11708
3291,11750,11750
3292,11750,11750
3293,11834,11750
3294,11792,11792
3295,11709,11709
3296,11750,11750
3297,11750,11709
3298,11750,11708
3299,11750,11750
3300,11750,11791
3301,11791,11792
3302,11708,11750
3303,11750,11750
3304,11792,11792
3305,11750,11750
3306,11791,11792
3307,11875,11875
3308,11791,11833
3309,11833,11833
3310,11834,11792
3311,11833,11791
3312,11791,11750
3313,11792,11791
3314,11875,11833
3315,11875,12542
3316,12292,12500
3317,12333,12458
3318,12459,12333
3319,12541,11875
3320,11792,11791
3321,11875,11833
3322,11834,11834
3323,11833,11875
3324,11916,11833
3325,11917,11833
3326,11875,11916
3327,11875,11917
3328,11792,11834
3329,11875,11833
3330,11875,11917
3331,11916,11917
3332,11875,11833
3333,11959,12000
3334,11875,11875
3335,11958,11917
3336,11958,12000
3337,12375,12375
3338,12542,11958
3339,11959,12459
3340,13209,12375
3341,12458,12333
3342,12417,12125
3343,11875,11958
3344,11875,12167
3345,12459,12375
3346,12417,11958
3347,11959,12459
3348,12333,12292
3349,12375,12375
3350,12333,12708
3351,12041,12542
3352,12375,12375
3353,12167,12000
3354,12000,12000
3355,11875,12000
3356,12125,12666
3357,12542,12625
3358,12625,12416
3359,12583,12000
3360,12000,11958
3361,12042,12000
3362,11958,12083
3363,12458,12500
3364,12583,12083
3365,12125,12084
3366,12667,13084
3367,12709,12042
3368,12000,12041
3369,12000,12000
3370,12000,12000
3371,11959,12084
3372,12125,12000
3373,12083,12042
3374,12084,12125
3375,12042,12084
3376,12042,12083
3377,12042,11917
3378,12042,12041
3379,12084,12042
3380,12083,12041
3381,12083,12125
3382,12208,12083
3383,12083,12125
3384,12125,12041
3385,12792,12625
3386,12791,12500
3387,12500,12584
3388,12583,12541
3389,12584,12917
3390,12542,12542
3391,12958,12541
3392,12542,12625
3393,12125,12083
3394,12125,12084
3395,12125,12083
3396,12000,12166
3397,12167,12167
3398,12125,12084
3399,12125,12125
3400,12084,12084
3401,12125,12125
3402,12209,12167
3403,12166,12125
3404,12834,12625
3405,12792,12208
3406,12791,13208
3407,12708,12125
3408,12125,12791
3409,12542,12791
3410,12166,12125
3411,12167,12125
3412,12208,12167
3413,12167,12209
3414,12167,12958
3415,12667,12834
3416,12209,12250
3417,12209,12458
3418,12667,12584
3419,12958,13250
3420,13042,12666
3421,12625,12709
3422,12208,12208
3423,12125,12208
3424,12333,12208
3425,12292,12209
3426,12208,12167
3427,12417,12917
3428,12708,12916
3429,12792,12833
3430,12834,12750
3431,12750,12917
3432,12209,12208
3433,12250,12250
3434,12750,13333
3435,12708,12625
3436,12167,12250
3437,12250,12250
3438,12208,12291
3439,12292,12250
3440,12250,12333
3441,12250,12250
3442,12250,12333
3443,12375,12291
3444,12333,12250
3445,12291,12750
3446,12708,12833
3447,12959,12709
3448,12875,12417
3449,12292,12333
3450,12292,12333
3451,12334,12292
3452,12292,12334
3453,12375,13083
3454,12666,13083
3455,13000,12750
3456,12875,12292
3457,12291,12375
3458,12334,12334
3459,12292,12333
3460,13000,12791
3461,13125,13083
3462,12917,13209
3463,12875,12875
3464,13042,12459
3465,12792,12916
3466,12833,12833
3467,12625,12875
3468,12916,13166
3469,12792,12792
3470,12583,12416
3471,12417,12459
3472,12458,12375
3473,12375,12417
3474,12500,12375
3475,12375,12375
3476,12417,12375
3477,12459,12417
3478,13167,12875
3479,13125,12416
3480,12333,12416
3481,12583,12916
3482,12875,12916
3483,12459,12500
3484,12958,13000
3485,13083,13000
3486,12583,12583
3487,12666,12500
3488,12417,12417
3489,12458,12458
3490,12416,12417
3491,12458,12458
3492,12541,12500
3493,12500,12459
3494,12500,12458
3495,12416,12417
3496,12458,12542
3497,12500,12416
3498,12500,12500
3499,12666,13042
3500,13042,13166
3501,12542,12875
3502,12959,12959
3503,12792,12500
3504,12541,12542
3505,12583,13042
3506,13500,13250
3507,13250,13000
3508,13209,13167
3509,13000,13250
3510,13167,12959
3511,13083,12542
3512,12541,12458
3513,12625,12500
3514,12584,12625
3515,12500,12500
3516,12542,12500
3517,12542,12500
3518,12500,12541
3519,12542,12500
3520,12625,12917
3521,13667,13084
3522,13459,13084
3523,13000,12958
3524,12542,12542
3525,12542,12541
3526,12541,12542
3527,12542,12541
3528,12541,12625
3529,13125,13708
3530,13125,13042
3531,12584,12625
3532,12625,12583
3533,12583,12541
3534,12583,12583
3535,12584,12625
3536,12584,13208
3537,13083,13334
3538,12708,12708
3539,12666,13083
3540,13209,13084
3541,12875,12583
3542,12542,12625
3543,12625,12625
3544,12584,12667
3545,13250,13750
3546,13375,12875
3547,12708,12541
3548,12625,12666
3549,12708,12667
3550,12709,13292
3551,13167,13459
3552,12708,12709
3553,12625,12666
3554,12708,12708
3555,12625,12708
3556,13292,13834
3557,13292,12959
3558,12709,12750
3559,12666,12667
3560,12625,12667
3561,12791,12792
3562,12709,12750
3563,13084,13167
3564,13250,13625
3565,13167,13292
3566,12792,12666
3567,12666,12666
3568,12792,12833
3569,13834,13250
3570,13542,13166
3571,13125,13041
3572,12750,12833
3573,12709,12709
3574,12792,12750
3575,13250,13250
3576,13250,13333
3577,12833,12750
3578,12792,12750
3579,12750,12833
3580,12875,12792
3581,12750,13416
3582,13916,13458
3583,13292,13209
3584,13375,12791
3585,12750,12750
3586,12750,12791
3587,12875,13166
3588,13292,13333
3589,12917,12833
3590,12791,12833
3591,12833,12875
3592,13459,13334
3593,13416,13083
3594,12708,12875
3595,12833,12792
3596,12791,12792
3597,12833,12875
3598,12917,12875
3599,12834,12750
3600,12917,12875
3601,12958,12792
3602,12792,12833
3603,12792,12834
3604,12792,12792
3605,12834,12834
3606,12833,12875
3607,12833,12875
3608,12875,12834
3609,12917,12833
3610,12791,12958
3611,12917,12917
3612,12875,12875
3613,12834,13417
3614,13333,13417
3615,13583,13333
3616,13584,13000
3617,13500,13334
3618,13542,12958
3619,13584,13334
3620,13625,13042
3621,12958,12958
3622,12958,13292
3623,13417,13500
3624,14333,13375
3625,13584,13000
3626,12917,12917
3627,12917,12917
3628,12875,12917
3629,12916,13000
3630,13375,13416
3631,13583,13083
3632,12916,12917
3633,12917,12917
3634,12958,12917
3635,12958,13417
3636,13459,13375
3637,13000,13000
3638,12917,12917
3639,12959,12959
3640,13667,13541
3641,13625,12917
3642,12959,13042
3643,12959,13750
3644,13417,13584
3645,13042,13458
3646,13500,13542
3647,13125,13041
3648,13125,13041
3649,13084,13042
3650,12959,12958
3651,13000,13000
3652,13042,13000
3653,13042,13000
3654,13000,13458
3655,13459,13584
3656,14583,13500
3657,13667,13125
3658,12959,13084
3659,13084,13000
3660,13000,13083
3661,13041,13000
3662,13709,13542
3663,13750,13250
3664,13083,13000
3665,13041,13125
3666,13208,13500
3667,14208,13583
3668,13125,13041
3669,13083,13083
3670,13083,13042
3671,13125,13667
3672,14125,13875
3673,13208,13125
3674,13041,13083
3675,13083,13083
3676,13083,13084
3677,13083,13083
3678,13209,13125
3679,13125,13042
3680,13125,13125
3681,13125,13083
3682,13125,13041
3683,13125,13166
3684,13125,13125
3685,13125,13167
3686,13167,13125
3687,13125,13167
3688,13167,13208
3689,13125,13083
3690,13167,13166
3691,13250,13125
3692,13083,13125
3693,13167,13208
3694,13167,13208
3695,13209,13167
3696,13208,13208
3697,13125,13167
3698,13167,13208
3699,13167,13084
3700,13167,13334
3701,13209,13250
3702,13166,13208
3703,13166,13292
3704,13292,13250
3705,13208,13167
3706,13209,13250
3707,13250,13250
3708,13208,13291
3709,13208,13208
3710,13208,13208
3711,13334,13250
3712,13208,13208
3713,13208,13208
3714,13208,13208
3715,13250,13209
3716,13167,13208
3717,13209,13250
3718,13875,13792
3719,13708,13708
3720,13750,13875
3721,13250,13208
3722,13250,13250
3723,13208,13250
3724,13334,13334
3725,13291,13292
3726,13333,13250
3727,13250,13292
3728,13250,13375
3729,13291,13292
3730,13375,13375
3731,13333,13333
3732,13291,14083
3733,13916,13917
3734,13834,13959
3735,14041,13958
3736,13750,14000
3737,13334,13333
3738,13333,13833
3739,13875,13875
3740,14125,14042
3741,14125,14000
3742,13792,13875
3743,13334,13334
3744,13334,13292
3745,13375,13333
3746,13333,13375
3747,13417,13375
3748,13333,13333
3749,13292,13334
3750,13417,13334
3751,13334,13375
3752,13417,13458
3753,13417,13416
3754,13959,14500
3755,14083,13500
3756,13500,14000
3757,13875,14000
3758,13333,13333
3759,13375,13375
3760,13333,13375
3761,13375,13333
3762,13375,13416
3763,13375,13417
3764,13375,13417
3765,13375,13417
3766,13417,13459
3767,14916,13375
3768,13417,13417
3769,13416,13375
3770,13459,14084
3771,13958,14208
3772,13417,13375
3773,13416,13500
3774,13500,13708
3775,13875,13917
3776,13709,13417
3777,13459,13500
3778,13542,13459
3779,13542,14125
3780,13959,14250
3781,13458,13666
3782,13708,13625
3783,13667,13875
3784,13667,13541
3785,13583,13542
3786,13625,13542
3787,13417,13625
3788,13667,13625
3789,13791,13917
3790,13458,13625
3791,13708,13541
3792,13541,13583
3793,13625,13625
3794,13583,13541
3795,13542,13541
3796,13584,13542
3797,13500,13583
3798,13583,13583
3799,13667,13583
3800,13584,13625
3801,13667,13584
3802,13583,13625
3803,13583,13666
3804,13583,13708
3805,13667,13625
3806,13667,13666
3807,13542,13791
3808,13666,13625
3809,13708,13708
3810,13584,13625
3811,13584,13667
3812,13625,13667
3813,13750,13667
3814,13625,13667
3815,13833,13875
3816,14250,14375
3817,14417,14250
3818,14375,13750
3819,13708,13708
3820,13709,13667
3821,13667,13667
3822,13792,13667
3823,13708,13667
3824,14334,14125
3825,14166,13625
3826,13625,13667
3827,13750,13666
3828,13708,13667
3829,13708,13667
3830,13667,14375
3831,14250,14333
3832,14208,14125
3833,14250,13750
3834,13750,13750
3835,14416,14208
3836,14416,13708
3837,13709,13708
3838,14334,14292
3839,14292,14667
3840,14291,14542
3841,14375,14209
3842,14542,13791
3843,13750,13750
3844,13750,13791
3845,13792,13709
3846,13708,13708
3847,13709,13709
3848,13708,13750
3849,13708,13708
3850,13833,13750
3851,13792,13792
3852,13916,13792
3853,13833,13875
3854,13791,13750
3855,13791,13792
3856,13875,13792
3857,13792,13792
3858,13875,13792
3859,13750,13834
3860,13917,13792
3861,13750,13834
3862,13916,13792
3863,13750,13875
3864,13792,13875
3865,13833,13833
3866,13875,13792
3867,13917,13958
3868,13875,13875
3869,13958,13834
3870,13833,14000
3871,13875,13875
3872,13917,13875
3873,13916,13917
3874,13917,13875
3875,13916,13917
3876,13875,13875
3877,13833,13875
3878,13792,13833
3879,13959,13875
3880,13959,13875
3881,13916,13833
3882,13750,13792
3883,13875,13875
3884,13917,14000
3885,13959,14625
3886,14417,14375
3887,13917,13917
3888,13958,14542
3889,14583,14584
3890,14500,14417
3891,14459,14375
3892,14708,13917
3893,14000,13875
3894,14583,14416
3895,14416,13917
3896,13916,13833
3897,13917,13875
3898,13875,14000
3899,13958,14000
3900,13958,13958
3901,14041,14666
3902,14375,14500
3903,13875,14000
3904,13958,14333
3905,14458,14333
3906,14083,14041
3907,14583,14500
3908,14708,14000
3909,13958,13917
3910,13916,13917
3911,13958,13958
3912,13959,14667
3913,14625,14917
3914,14458,14583
3915,13917,13916
3916,14167,14666
3917,14458,14375
3918,13958,13958
3919,14042,13958
3920,13916,14000
3921,13917,13959
3922,14500,14459
3923,14875,14667
3924,14500,14583
3925,14084,14000
3926,13917,14042
3927,14041,14000
3928,14000,13959
3929,13917,14000
3930,14083,14125
3931,14042,14041
3932,14125,14042
3933,14084,14042
3934,13916,14000
3935,14083,14125
3936,14042,14125
3937,14041,14000
3938,14042,14083
3939,14000,14042
3940,14042,14000
3941,14000,14125
3942,14084,14042
3943,14000,14042
3944,14041,14083
3945,14083,14083
3946,14083,14083
3947,14125,14083
3948,14042,14041
3949,14083,14166
3950,14083,14125
3951,14125,14166
3952,14042,14084
3953,14208,14208
3954,14167,14125
3955,14125,14167
3956,14125,14083
3957,14125,14125
3958,14166,14125
3959,14125,14125
3960,14209,14125
3961,14167,14166
3962,14208,14166
3963,14167,14166
3964,14041,14125
3965,14125,14166
3966,14208,14167
3967,14167,14125
3968,14291,14167
3969,14167,14167
3970,14125,14125
3971,14125,14125
3972,14125,14125
3973,14167,14125
3974,14167,14208
3975,14250,14166
3976,14208,14292
3977,14291,14166
3978,14167,14209
3979,14208,14250
3980,14208,14250
3981,14167,14208
3982,14125,14125
3983,14208,14208
3984,14167,14167
3985,14208,14208
3986,14208,14958
3987,14708,15292
3988,14708,15791
3989,14833,14208
3990,14417,14833
3991,14791,14750
3992,14292,14291
3993,14334,14292
3994,14208,14209
3995,14208,14250
3996,14250,14250
3997,14250,14208
3998,14292,14375
3999,14375,14542
4000,14750,15000
4001,15875,14750
4002,14792,14291
4003,14500,14958
4004,14750,14709
4005,14375,14292
4006,14375,14334
4007,14375,14333
4008,14250,14416
4009,14417,14250
4010,14292,14250
4011,14250,14250
4012,14250,14292
4013,14334,14375
4014,14291,14250
4015,14292,14292
4016,14250,14292
4017,14292,14375
4018,14333,14333
4019,14334,14292
4020,14334,14375
4021,14334,14292
4022,14375,14417
4023,14416,14417
4024,14291,14292
4025,14375,14333
4026,14291,14333
4027,14375,14333
4028,14292,14334
4029,14333,14333
4030,14375,14334
4031,14375,14458
4032,14375,14375
4033,14291,14333
4034,14375,14334
4035,14375,14333
4036,14292,14333
4037,14417,14375
4038,14375,14500
4039,14417,14459
4040,14375,14416
4041,14416,14500
4042,14459,14375
4043,14458,14583
4044,14458,14458
4045,14500,14500
4046,14375,14500
4047,14375,14459
4048,14500,14458
4049,14375,14375
4050,14459,14459
4051,14416,14417
4052,14416,14417
4053,14459,14417
4054,14416,14417
4055,14459,14417
4056,14500,14500
4057,14458,14416
4058,14583,14583
4059,14542,14500
4060,14458,15209
4061,15000,14959
4062,14792,14459
4063,14583,14500
4064,14459,14542
4065,14500,14542
4066,14458,14541
4067,14500,14458
4068,14500,14500
4069,15250,15000
4070,15042,14500
4071,14417,14500
4072,14458,14458
4073,14541,14500
4074,14500,14500
4075,14542,14500
4076,14459,14458
4077,14500,14500
4078,14542,14542
4079,14500,14500
4080,15334,15209
4081,15083,14750
4082,15208,15208
4083,15583,15291
4084,15250,15541
4085,15083,15291
4086,14542,14625
4087,14583,14583
4088,14667,14584
4089,15500,14541
4090,14583,14583
4091,14584,14542
4092,14542,14541
4093,14583,14667
4094,14584,14542
4095,14583,14583
4096,14542,14583
4097,14541,14583
4098,14667,14584
4099,14542,14584
4100,14584,14584
4101,14583,14542
4102,14625,14625
4103,14583,14625
4104,14666,14667
4105,14708,14583
4106,14666,14708
4107,14667,14584
4108,14709,14667
4109,14625,14625
4110,14750,14709
4111,14792,14791
4112,14667,14667
4113,14792,14625
4114,14625,14833
4115,14708,14625
4116,14667,14709
4117,14708,14625
4118,14667,14708
4119,14750,14625
4120,14667,14667
4121,14666,14667
4122,14625,14666
4123,14667,14709
4124,15209,15250
4125,15250,15208
4126,14709,14625
4127,14708,14750
4128,14667,14667
4129,14750,14667
4130,14666,14750
4131,14708,14708
4132,14708,14708
4133,14709,14709
4134,14709,14708
4135,14708,14833
4136,14875,14791
4137,14708,14791
4138,14792,14791
4139,14708,14667
4140,14708,14791
4141,14750,14667
4142,14750,14792
4143,14750,14708
4144,14875,14792
4145,14750,14709
4146,14750,14750
4147,14792,14833
4148,15291,15375
4149,15541,14750
4150,14708,14750
4151,14792,14833
4152,14834,14750
4153,14792,14792
4154,14875,14875
4155,14875,14833
4156,14792,14833
4157,14792,14750
4158,14791,14833
4159,14792,14750
4160,14875,14958
4161,14792,14833
4162,14833,14791
4163,14834,14875
4164,14833,15625
4165,15375,15250
4166,14750,14833
4167,14875,14833
4168,14833,14833
4169,14792,14833
4170,14916,14833
4171,14833,14833
4172,14833,14875
4173,14834,14917
4174,14833,14792
4175,14833,14834
4176,14833,14875
4177,14875,14834
4178,14875,14875
4179,14875,14833
4180,14875,14875
4181,14875,14875
4182,14875,14875
4183,15000,14875
4184,14875,14875
4185,15000,14958
4186,14958,14875
4187,14875,15000
4188,16625,15583
4189,15500,15500
4190,15459,15459
4191,15458,15541
4192,15500,15500
4193,15708,15042
4194,15500,15458
4195,15708,15667
4196,15625,15584
4197,14917,14958
4198,15000,14959
4199,14917,15000
4200,14958,15042
4201,15000,14959
4202,15042,15041
4203,15000,14917
4204,14958,14958
4205,15000,14959
4206,14958,14959
4207,15041,14958
4208,15000,15042
4209,14959,15000
4210,15000,15042
4211,14958,15875
4212,15541,15375
4213,15000,15083
4214,15000,14959
4215,15000,15000
4216,15000,15000
4217,15000,15000
4218,14959,15000
4219,15083,15000
4220,14958,15041
4221,15083,15000
4222,15041,15000
4223,15041,15042
4224,15041,15042
4225,15000,15000
4226,15042,15042
4227,15000,15000
4228,15042,15041
4229,15042,15042
4230,15042,15041
4231,15083,15166
4232,15000,15084
4233,15084,15042
4234,15041,15083
4235,15083,15042
4236,15084,15084
4237,15125,15084
4238,15125,15042
4239,15083,15083
4240,15083,15083
4241,15083,15125
4242,15084,15125
4243,15083,15041
4244,15084,15167
4245,15083,15083
4246,15084,15167
4247,15208,15125
4248,15125,15209
4249,15209,15125
4250,15166,15208
4251,15250,15167
4252,15250,15208
4253,15125,15167
4254,15167,15125
4255,15167,15208
4256,15250,15208
4257,15166,15250
4258,15250,15250
4259,15209,15250
4260,15333,15250
4261,15166,15167
4262,15291,15292
4263,15167,15125
4264,15250,15209
4265,15167,15125
4266,15250,15208
4267,15208,15208
4268,15250,15209
4269,15250,15250
4270,15166,15292
4271,15292,15209
4272,15208,15250
4273,15209,15209
4274,15250,15250
4275,15208,15208
4276,15209,15167
4277,15208,15375
4278,15250,15292
4279,15250,15292
4280,15250,15292
4281,15250,15208
4282,15250,15250
4283,15333,15250
4284,15250,15208
4285,15250,15500
4286,15375,15250
4287,15209,15250
4288,15250,15209
4289,15292,15292
4290,15375,15250
4291,15250,15291
4292,15416,15417
4293,15291,15250
4294,15333,15250
4295,15250,15250
4296,15375,15334
4297,15334,15292
4298,15291,15292
4299,15250,15291
4300,15250,15292
4301,15292,15333
4302,15417,15333
4303,15334,15334
4304,15291,15292
4305,15333,15375
4306,15375,15333
4307,15333,15500
4308,15417,15333
4309,15333,15416
4310,15333,15333
4311,15333,15333
4312,15375,15375
4313,15375,15416
4314,15334,15375
4315,15417,15375
4316,15417,15416
4317,15334,15375
4318,15416,15417
4319,15375,15375
4320,15458,15500
4321,15375,15417
4322,15375,15500
4323,15417,15458
4324,15334,15375
4325,15458,15375
4326,15417,15416
4327,15458,15417
4328,15417,15416
4329,15375,15375
4330,15375,15375
4331,15417,15416
4332,15417,15500
4333,15625,15458
4334,15417,15459
4335,15459,15500
4336,15459,15417
4337,15458,16292
4338,16083,16083
4339,15500,15417
4340,15500,15417
4341,15500,15459
4342,16208,16000
4343,15709,15500
4344,15458,15583
4345,15459,15459
4346,21250,15542
4347,15458,15417
4348,15542,15459
4349,15416,15500
4350,15667,15459
4351,15500,15541
4352,15625,16250
4353,16041,16208
4354,15500,15500
4355,15625,15500
4356,15542,15542
4357,15583,15541
4358,16084,16167
4359,16125,16125
4360,16125,16250
4361,16166,16083
4362,16167,16125
4363,16209,16125
4364,16333,16125
4365,16209,16167
4366,16125,16209
4367,16208,16208
4368,16250,16333
4369,16500,16208
4370,16250,16292
4371,16250,16292
4372,16292,16208
4373,16250,16291
4374,16167,16209
4375,16208,16166
4376,16209,16167
4377,16250,16209
4378,16291,16292
4379,16292,16209
4380,16208,16208
4381,16208,16250
4382,16334,16209
4383,16208,16208
4384,16291,16208
4385,16333,16250
4386,16291,16167
4387,16292,16167
4388,16167,16250
4389,16250,16208
4390,16291,17917
4391,16292,16333
4392,16291,16250
4393,16292,16292
4394,16291,16167
4395,16167,16209
4396,16209,16209
4397,16250,16250
4398,16250,16167
4399,16291,16333
4400,16250,16208
4401,16292,16292
4402,16333,16166
4403,16333,16291
4404,16375,16209
4405,16292,16209
4406,16292,16375
4407,16291,16292
4408,16334,16250
4409,16291,16458
4410,16375,16375
4411,16291,16417
4412,16375,16292
4413,16333,16375
4414,16375,16292
4415,16375,16375
4416,16333,16417
4417,16375,16417
4418,16458,16375
4419,16583,16500
4420,16375,16416
4421,16417,16500
4422,16375,16250
4423,16375,16458
4424,16375,16458
4425,16333,16417
4426,16417,16375
4427,16375,16417
4428,16458,16417
4429,16375,16417
4430,16417,16459
4431,16333,16416
4432,16458,16541
4433,16375,16417
4434,16625,16417
4435,16416,16375
4436,16375,16375
4437,16375,16458
4438,16459,16500
4439,16458,16541
4440,16792,16542
4441,16458,16416
4442,16500,16375
4443,16417,16541
4444,16541,16458
4445,16458,16500
4446,16417,16375
4447,16459,16584
4448,16500,16542
4449,16667,16542
4450,16542,16750
4451,16584,16500
4452,16541,16583
4453,16667,16458
4454,16583,16541
4455,16541,16625
4456,16584,16625
4457,16500,16583
4458,16625,16542
4459,16500,16500
4460,16459,16500
4461,16541,16458
4462,16500,16541
4463,16542,16500
4464,16541,16625
4465,16584,16542
4466,16541,16667
4467,16667,16500
4468,16750,16584
4469,16667,16542
4470,16709,16667
4471,16666,16541
4472,16584,16584
4473,16583,16625
4474,16625,16708
4475,16625,16583
4476,16666,16542
4477,16584,16542
4478,16667,16709
4479,16500,16625
4480,16666,16667
4481,16666,16667
4482,16583,16583
4483,16542,16666
4484,16750,16625
4485,16667,16625
4486,16708,16625
4487,16583,16625
4488,16666,16708
4489,16667,16666
4490,16625,16750
4491,16750,16584
4492,16666,16625
4493,16666,16667
4494,16708,16708
4495,16708,16708
4496,16708,16666
4497,16750,16750
4498,16750,16667
4499,16708,16708
4500,16709,16834
4501,16667,16625
4502,16708,16667
4503,16666,16750
4504,16667,16834
4505,16875,16791
4506,16834,16709
4507,16625,16959
4508,16708,16917
4509,16625,16709
4510,16750,16792
4511,16625,16792
4512,16708,16750
4513,16708,16666
4514,16791,16792
4515,16708,16750
4516,16708,16875
4517,16750,16875
4518,16750,16834
4519,16750,16791
4520,16791,16833
4521,16750,16750
4522,16875,16833
4523,16792,16750
4524,16708,16708
4525,16708,16958
4526,16834,16750
4527,16833,16834
4528,16834,16875
4529,16833,16833
4530,16959,16834
4531,16833,16916
4532,16917,16917
4533,16875,16875
4534,16875,16791
4535,16875,16792
4536,16917,16833
4537,16917,16875
4538,16959,16750
4539,16708,16750
4540,17125,16875
4541,16834,16834
4542,16708,16750
4543,16875,16791
4544,16833,17000
4545,16792,16917
4546,16917,16916
4547,16917,17292
4548,17166,16917
4549,16833,16750
4550,16833,16959
4551,16791,16875
4552,16792,16875
4553,16917,17042
4554,16875,16917
4555,16833,16875
4556,16875,16833
4557,16917,16792
4558,16834,16875
4559,17083,17042
4560,17125,17167
4561,17083,17167
4562,17209,16959
4563,16917,16875
4564,16917,17125
4565,16958,16833
4566,16958,16917
4567,16875,16833
4568,16917,16917
4569,16917,16875
4570,16917,16875
4571,16917,16875
4572,16875,16917
4573,16875,16875
4574,17000,16875
4575,17042,16916
4576,16916,16917
4577,16916,16958
4578,17208,17291
4579,17042,16958
4580,16875,16958
4581,16875,16959
4582,16916,17125
4583,17041,17000
4584,16958,16875
4585,16875,16917
4586,16958,17000
4587,16875,17042
4588,17000,16959
4589,16917,16959
4590,17042,17125
4591,17083,17166
4592,17208,17250
4593,17291,17208
4594,17000,16958
4595,16958,17000
4596,16916,17042
4597,17125,17083
4598,17083,17125
4599,17167,17125
4600,16958,17083
4601,17125,17042
4602,17000,17042
4603,17000,16959
4604,17000,17042
4605,17041,17042
4606,16959,17000
4607,17042,17000
4608,17000,17042
4609,17208,17166
4610,17208,17583
4611,17333,17416
4612,17125,17167
4613,17125,17125
4614,17000,17084
4615,17125,17083
4616,17125,17167
4617,17125,17083
4618,17125,17125
4619,17209,17167
4620,17334,17250
4621,17208,17167
4622,17084,17084
4623,17167,17166
4624,17167,17209
4625,17083,17208
4626,17292,17167
4627,17291,17208
4628,17208,17208
4629,17125,17291
4630,17125,17083
4631,17250,17167
4632,17208,17167
4633,17083,17125
4634,17417,17167
4635,17291,17208
4636,17209,17292
4637,17333,17208
4638,17166,17208
4639,17167,17167
4640,17292,17125
4641,17209,17167
4642,17166,17125
4643,17125,17208
4644,17125,17084
4645,17250,17209
4646,17167,17125
4647,17250,17208
4648,17125,17291
4649,17208,17167
4650,17292,17209
4651,17292,17167
4652,17250,17334
4653,17209,17167
4654,17333,17666
4655,17417,17333
4656,17333,17416
4657,17250,17125
4658,17416,17375
4659,17291,17208
4660,17208,17208
4661,17333,17292
4662,18834,17583
4663,17625,17542
4664,17500,17375
4665,17334,17250
4666,17417,17459
4667,17333,17416
4668,17458,17334
4669,17209,17292
4670,17208,17333
4671,17500,17333
4672,17333,17292
4673,17459,17375
4674,17375,17458
4675,17459,17500
4676,17583,17416
4677,17334,17334
4678,17666,17250
4679,17333,17416
4680,17292,17500
4681,17375,17333
4682,17333,17292
4683,17292,17250
4684,17334,17334
4685,17334,17375
4686,17375,17250
4687,17333,17417
4688,17458,17583
4689,17375,17375
4690,17583,17583
4691,17416,17375
4692,17334,17292
4693,17459,24750
4694,17417,17375
4695,17417,17417
4696,17459,17417
4697,17375,17500
4698,17541,17583
4699,17458,17458
4700,17500,17458
4701,17375,17500
4702,17500,17500
4703,17500,17458
4704,17416,17375
4705,21750,17542
4706,17458,17458
4707,17416,17625
4708,17500,17583
4709,17584,17583
4710,17542,17458
4711,17459,17500
4712,17666,17583
4713,17500,17500
4714,17584,17542
4715,17500,17500
4716,17459,17417
4717,17541,17500
4718,17750,17500
4719,17584,17584
4720,17417,17500
4721,17500,17416
4722,17666,17750
4723,17542,17500
4724,17625,17500
4725,17625,17541
4726,17500,17542
4727,17458,17500
4728,17542,17542
4729,17583,17500
4730,17583,17625
4731,17667,17625
4732,17583,17541
4733,17583,17625
4734,17708,17708
4735,17625,17709
4736,17625,17583
4737,17667,17709
4738,17542,17875
4739,17708,17791
4740,17625,17667
4741,17708,17625
4742,17667,17583
4743,17541,17542
4744,17875,17584
4745,17667,17875
4746,17750,17625
4747,17500,17542
4748,17584,17625
4749,17666,17708
4750,17583,17541
4751,17709,17584
4752,17625,17666
4753,17792,17750
4754,17625,17709
4755,17792,17709
4756,17541,17708
4757,17709,17625
4758,17666,17542
4759,17875,17958
4760,18000,17792
4761,17709,17542
4762,17583,17583
4763,17625,17541
4764,17583,17542
4765,17583,17583
4766,17584,17625
4767,17666,17667
4768,17708,17750
4769,17625,17583
4770,17625,17667
4771,17583,17583
4772,17625,17583
4773,17500,17583
4774,17625,17584
4775,17583,26416
4776,17750,17625
4777,17708,17708
4778,17708,17666
4779,17709,17750
4780,17667,17625
4781,17792,17667
4782,17584,17709
4783,17708,17708
4784,17625,17667
4785,17792,17791
4786,17708,17667
4787,17667,17625
4788,17625,17625
4789,17708,17667
4790,17750,17750
4791,17666,17625
4792,17750,17708
4793,17750,17667
4794,17708,17709
4795,17708,17708
4796,17750,17667
4797,17667,17708
4798,17750,17750
4799,17750,17750
4800,17750,17666
4801,17709,17834
4802,17792,17750
4803,17708,17625
4804,17750,17708
4805,17708,17708
4806,18000,17833
4807,17833,17750
4808,17792,17750
4809,17666,17833
4810,17792,17792
4811,17792,17791
4812,17792,17875
4813,17792,17875
4814,17833,17833
4815,17833,17833
4816,17750,17750
4817,17750,17875
4818,17875,17833
4819,17917,17833
4820,17875,17792
4821,17750,17708
4822,17833,17958
4823,17875,17750
4824,17875,17792
