n, iterative-time, recursive-time
1717,5958,5917
1718,5875,5917
1719,5917,5916
1720,5875,5917
1721,5958,5917
1722,5917,5917
1723,6000,5958
1724,5875,5875
1725,5917,5959
1726,5958,6000
1727,5958,5958
1728,5958,5958
1729,5958,6000
1730,5916,5917
1731,5917,5959
1732,5959,6000
1733,6000,6000
1734,5958,6042
1735,5958,5958
1736,5959,5958
1737,6000,6000
1738,6000,6000
1739,6000,5959
1740,6000,6000
1741,6042,6000
1742,6000,6000
1743,6041,6000
1744,6000,6000
1745,6000,6000
1746,6042,6000
1747,6042,6000
1748,6000,6042
1749,6000,6000
1750,6042,6041
1751,6042,6083
1752,6000,6000
1753,6042,6041
1754,6041,6042
1755,6042,6041
1756,6041,6041
1757,6209,6542
1758,6291,6250
1759,6250,6250
1760,6250,6500
1761,6500,6500
1762,6708,6417
1763,6500,6333
1764,6042,6083
1765,6083,6083
1766,6084,6084
1767,6084,6084
1768,6083,6083
1769,6083,6083
1770,6125,6083
1771,6125,6083
1772,6084,6083
1773,6125,6125
1774,6083,6084
1775,6125,6125
1776,6125,6125
1777,6083,6042
1778,6125,6125
1779,6125,6125
1780,6125,6125
1781,6167,6125
1782,6167,6125
1783,6167,6125
1784,6125,6167
1785,6167,6125
1786,6167,6125
1787,6167,6166
1788,6125,6167
1789,6125,6125
1790,6250,6167
1791,6167,6250
1792,6083,6292
1793,6333,6291
1794,6375,6291
1795,6292,6292
1796,6125,6416
1797,6166,6292
1798,6375,6292
1799,6250,6209
1800,6250,6292
1801,6208,6208
1802,6125,6125
1803,6208,6333
1804,6209,6250
1805,6209,6250
1806,6166,6333
1807,6458,6333
1808,6583,6666
1809,6459,6584
1810,6416,6458
1811,6458,6875
1812,6667,6667
1813,6708,7000
1814,6458,6875
1815,6250,6209
1816,6250,6250
1817,6250,6292
1818,6250,6292
1819,6250,6250
1820,6250,6250
1821,6250,6292
1822,6250,6291
1823,6291,6292
1824,6292,6333
1825,6292,6292
1826,6292,6292
1827,6292,6292
1828,6291,6292
1829,6292,6291
1830,6291,6333
1831,6333,6291
1832,6292,6292
1833,6334,6334
1834,6292,6292
1835,6333,6333
1836,6375,6333
1837,6291,6333
1838,6333,6375
1839,6333,6291
1840,6750,6583
1841,6584,6625
1842,6625,6584
1843,7042,6792
1844,6792,6792
1845,6792,6833
1846,6667,6792
1847,6500,6375
1848,6334,6375
1849,6375,6375
1850,6542,6375
1851,6375,6500
1852,6375,6417
1853,6458,6416
1854,6459,6417
1855,6417,6375
1856,6500,6542
1857,6375,6416
1858,6375,6375
1859,6375,6417
1860,6375,6458
1861,6417,6416
1862,6416,6375
1863,6458,6416
1864,6416,6458
1865,6417,6417
1866,6416,6417
1867,6458,6417
1868,6458,6416
1869,6459,6417
1870,6417,6459
1871,6459,6459
1872,6458,6417
1873,6458,6458
1874,6458,6458
1875,6458,6458
1876,6417,6458
1877,6459,8292
1878,6542,6458
1879,6500,6458
1880,6458,6500
1881,6458,6458
1882,6458,6500
1883,6458,6458
1884,6458,6458
1885,6500,6500
1886,6500,6500
1887,6500,6500
1888,6500,6500
1889,6500,6500
1890,6500,6500
1891,6500,6541
1892,6542,6500
1893,6500,6542
1894,6541,6542
1895,6500,6541
1896,6541,6542
1897,6500,6500
1898,6542,6541
1899,6583,6542
1900,6542,6542
1901,6541,6542
1902,6583,6542
1903,6542,6542
1904,6542,6584
1905,6542,6542
1906,6583,6542
1907,6584,6584
1908,6583,6583
1909,6583,6583
1910,6542,6542
1911,6583,6542
1912,6583,6583
1913,6583,6625
1914,6584,6584
1915,6583,6583
1916,6584,6583
1917,6583,6625
1918,6583,6625
1919,6667,7167
1920,6791,6833
1921,6792,6833
1922,6833,7083
1923,7125,7125
1924,7333,6875
1925,7250,6667
1926,6625,6666
1927,6625,6625
1928,6666,6667
1929,6667,6625
1930,6625,6625
1931,6667,6666
1932,6666,6667
1933,6667,6667
1934,6625,6666
1935,6667,6667
1936,6709,6667
1937,6667,6666
1938,6625,6667
1939,6666,6667
1940,6667,6709
1941,6708,6667
1942,6708,6708
1943,6709,6667
1944,6667,6667
1945,6667,6709
1946,6667,6667
1947,6708,6667
1948,6708,6666
1949,6708,6708
1950,6708,6708
1951,6709,6750
1952,6709,6708
1953,6708,6708
1954,6750,6709
1955,6750,6708
1956,6708,6708
1957,6708,6750
1958,6750,6750
1959,6792,6750
1960,6750,6750
1961,6750,6750
1962,6750,6750
1963,6792,6750
1964,6833,6792
1965,6750,6750
1966,6791,6750
1967,6750,6792
1968,6750,6792
1969,6792,6792
1970,6791,6792
1971,6791,6792
1972,6792,6792
1973,6791,6792
1974,6833,6792
1975,6792,6792
1976,6833,6791
1977,6792,6833
1978,6833,6792
1979,6833,6791
1980,6834,6792
1981,6833,6833
1982,6875,6833
1983,6875,6833
1984,6875,6833
1985,6792,6834
1986,6833,6833
1987,6875,6875
1988,6875,6833
1989,6875,6833
1990,6833,6834
1991,6875,6834
1992,7458,7125
1993,7125,7083
1994,7083,7125
1995,7250,7208
1996,6875,6875
1997,7458,7084
1998,7167,7125
1999,7125,7125
2000,7542,7375
2001,7375,7375
2002,7334,7209
2003,7167,7125
2004,7583,7458
2005,7459,7417
2006,7417,7667
2007,7167,7125
2008,7125,7125
2009,7166,7375
2010,7417,7416
2011,7458,7416
2012,7459,7417
2013,7250,7166
2014,7166,7208
2015,7208,7458
2016,6958,6958
2017,6958,6916
2018,6958,6958
2019,6959,6959
2020,6959,7042
2021,6959,6958
2022,6958,6958
2023,6959,6959
2024,7000,7000
2025,7000,6958
2026,6959,6959
2027,6958,7000
2028,7125,7000
2029,7000,7000
2030,6958,7000
2031,7000,7042
2032,7000,7000
2033,7000,7000
2034,7000,7000
2035,7042,7000
2036,7125,7000
2037,7000,7042
2038,7041,7000
2039,7000,7000
2040,7042,7041
2041,7083,7000
2042,7042,7042
2043,7042,7041
2044,7041,7000
2045,7041,7042
2046,7042,7083
2047,7042,7042
2048,7000,7000
2049,7042,7084
2050,7125,7041
2051,7041,7041
2052,7041,7083
2053,7083,7083
2054,7083,7041
2055,7084,7084
2056,7084,7084
2057,7083,7000
2058,7084,7084
2059,7083,7167
2060,7125,7083
2061,7125,7084
2062,7083,7083
2063,7083,7084
2064,7125,7083
2065,7084,7083
2066,7125,7084
2067,7083,7125
2068,7125,7167
2069,7125,7125
2070,7125,7125
2071,7167,7125
2072,7125,7125
2073,7166,7125
2074,7125,7125
2075,7125,7166
2076,7167,7125
2077,7166,7167
2078,7125,7125
2079,7167,7083
2080,7167,7166
2081,7208,7167
2082,7167,7167
2083,7125,7209
2084,7167,7166
2085,7167,7166
2086,7166,7708
2087,7417,7459
2088,7458,7458
2089,7458,7833
2090,7709,7750
2091,7875,7625
2092,7500,7208
2093,7208,7250
2094,7209,7209
2095,7208,7167
2096,7208,7250
2097,7250,7208
2098,7208,7209
2099,7208,7250
2100,7208,7292
2101,7250,7250
2102,7250,7292
2103,7250,7250
2104,7209,7250
2105,7250,7250
2106,7250,7250
2107,7250,7291
2108,7250,7292
2109,7292,7291
2110,7291,7250
2111,7292,7250
2112,7250,7292
2113,7250,7291
2114,7292,7292
2115,7291,7292
2116,7250,7250
2117,7291,7292
2118,7334,7334
2119,7292,7291
2120,7291,7250
2121,7334,7292
2122,7333,7292
2123,7291,7291
2124,7291,7292
2125,7291,7333
2126,7291,7333
2127,7333,7375
2128,7917,7583
2129,7541,7583
2130,7583,7583
2131,7625,7584
2132,7875,7917
2133,7875,7875
2134,7875,8000
2135,7625,7625
2136,7625,7583
2137,7584,8000
2138,7875,7917
2139,7875,7917
2140,7917,8083
2141,7625,7625
2142,7667,7667
2143,7625,7666
2144,7625,7625
2145,7666,7667
2146,7542,7666
2147,7666,7750
2148,7667,7667
2149,7750,7667
2150,7666,7708
2151,7708,7625
2152,7666,7625
2153,7625,7834
2154,7500,7458
2155,7417,7500
2156,7417,7416
2157,7417,7416
2158,7875,7708
2159,7708,7750
2160,7750,7667
2161,7792,8083
2162,7500,7459
2163,7417,7458
2164,7458,7500
2165,7500,7458
2166,7417,7541
2167,7458,7458
2168,7500,7500
2169,7459,7500
2170,7458,7500
2171,7458,7541
2172,7500,7500
2173,7417,7500
2174,7458,7500
2175,7458,7500
2176,7458,7500
2177,7500,7500
2178,7500,7458
2179,7500,7500
2180,7542,7541
2181,7542,7500
2182,7541,7500
2183,7542,7541
2184,7583,7542
2185,7500,7542
2186,7541,7542
2187,7583,7500
2188,7500,7500
2189,7500,7500
2190,7542,7500
2191,7542,7541
2192,7583,7541
2193,7583,7541
2194,7583,7583
2195,7584,7542
2196,7542,7542
2197,7584,7500
2198,7583,7583
2199,7625,7583
2200,7583,7541
2201,7541,7541
2202,7584,7584
2203,7583,7583
2204,7583,7583
2205,7583,7583
2206,7625,7584
2207,7583,7583
2208,7583,7625
2209,7584,7625
2210,7625,7625
2211,7584,7625
2212,7625,7625
2213,7625,7625
2214,7625,7625
2215,7625,7625
2216,7625,7625
2217,7625,7625
2218,7667,7625
2219,7667,7625
2220,7625,8000
2221,7916,7875
2222,7916,7916
2223,7917,7917
2224,8083,8083
2225,7667,7666
2226,7667,7584
2227,7667,7667
2228,7750,7667
2229,7708,7667
2230,7667,7708
2231,7708,7708
2232,7708,7666
2233,7625,7709
2234,7708,7667
2235,7708,7666
2236,7667,7750
2237,7666,7666
2238,7708,7666
2239,7708,7708
2240,7750,7708
2241,7708,7750
2242,7708,7709
2243,7708,7708
2244,7750,7709
2245,7750,7750
2246,7750,7709
2247,7750,7750
2248,7750,7750
2249,7708,7750
2250,7750,7750
2251,7750,7750
2252,7750,7750
2253,7750,7792
2254,7792,7750
2255,7750,7666
2256,7750,7792
2257,7792,7750
2258,7750,7792
2259,7750,7791
2260,7750,7792
2261,7792,7750
2262,7708,7750
2263,7792,7792
2264,7792,7792
2265,7792,7750
2266,7792,7834
2267,7792,7791
2268,7792,7833
2269,7791,7833
2270,7791,7833
2271,7833,7792
2272,7833,7833
2273,7833,7833
2274,7834,7875
2275,7833,7875
2276,7833,7833
2277,7833,7833
2278,7834,7834
2279,7791,7833
2280,7834,7875
2281,7834,7875
2282,7833,7833
2283,7875,7833
2284,7834,7875
2285,7875,7875
2286,7916,7875
2287,7792,7875
2288,7833,7875
2289,7833,7875
2290,8375,8167
2291,8125,8125
2292,8208,8167
2293,8166,8333
2294,8000,7875
2295,7917,7875
2296,7958,7875
2297,7917,7916
2298,7875,7916
2299,7917,7917
2300,7875,7917
2301,7875,7917
2302,7917,7916
2303,7875,7916
2304,7958,7958
2305,7916,7916
2306,7916,7958
2307,7958,7958
2308,7958,7875
2309,7958,7958
2310,7958,7958
2311,8000,7959
2312,8042,8000
2313,8000,7959
2314,8000,7958
2315,7958,7958
2316,8000,7917
2317,7959,8000
2318,8000,8000
2319,8000,8000
2320,8000,8000
2321,7958,7958
2322,8000,8000
2323,8000,8000
2324,8000,8041
2325,8000,8000
2326,7917,8042
2327,7959,8000
2328,8000,8000
2329,8000,8042
2330,8042,8000
2331,8042,8041
2332,7958,8042
2333,8000,8042
2334,8042,8083
2335,8042,8041
2336,8083,8000
2337,8042,8041
2338,8083,8083
2339,8042,8000
2340,8041,8083
2341,8041,8042
2342,8083,8041
2343,8125,8083
2344,8083,8042
2345,8084,8084
2346,8125,8083
2347,8084,8084
2348,8000,8083
2349,8041,8083
2350,8084,8125
2351,8166,8083
2352,8125,8041
2353,8125,8084
2354,8125,8125
2355,8125,8083
2356,8083,8125
2357,8333,8625
2358,8417,8416
2359,8375,8375
2360,8375,8375
2361,8500,8125
2362,8166,8125
2363,8167,15166
2364,8583,8417
2365,8500,8417
2366,8834,8125
2367,8167,8125
2368,8166,8167
2369,8167,8166
2370,8125,8167
2371,8125,8166
2372,8167,8166
2373,8209,8167
2374,8167,8125
2375,8167,8167
2376,8250,8167
2377,8208,8125
2378,8209,8167
2379,8209,8209
2380,8167,8209
2381,8167,8167
2382,8166,8167
2383,8208,8208
2384,8250,8209
2385,8208,8208
2386,8208,8208
2387,8208,8208
2388,8208,8209
2389,8250,8208
2390,8208,8208
2391,8250,8209
2392,8333,8208
2393,8208,8250
2394,8208,8250
2395,8209,8250
2396,8250,8250
2397,8209,8250
2398,8250,8334
2399,8250,8250
2400,8167,8250
2401,8250,8250
2402,8250,8292
2403,8292,8250
2404,8291,8250
2405,8250,8291
2406,8291,8292
2407,8417,8292
2408,8250,8250
2409,8292,8334
2410,8291,8292
2411,8250,8291
2412,8334,8292
2413,8292,8291
2414,8333,8333
2415,8292,8292
2416,11541,8583
2417,8583,8667
2418,9000,8333
2419,8334,8334
2420,8334,8334
2421,8334,8334
2422,8334,8917
2423,8625,8625
2424,8667,8625
2425,8708,8750
2426,8708,8375
2427,8334,8375
2428,8375,8375
2429,8375,8334
2430,8291,8333
2431,8333,8333
2432,8375,8375
2433,8417,8375
2434,8375,8333
2435,8375,8375
2436,8417,8375
2437,8375,8417
2438,8375,8375
2439,8375,8458
2440,8417,8375
2441,8333,8416
2442,8416,8458
2443,8417,8417
2444,8375,9417
2445,8417,8458
2446,8416,8417
2447,8417,8459
2448,8417,8417
2449,8459,8417
2450,8459,8375
2451,8417,8459
2452,8458,8458
2453,8417,8458
2454,8459,8459
2455,8459,8417
2456,8458,8458
2457,8458,8458
2458,8458,8417
2459,8500,8458
2460,8458,8458
2461,8458,8417
2462,8500,8458
2463,8500,8500
2464,8500,8417
2465,8458,8458
2466,8542,8500
2467,8500,8500
2468,8500,8500
2469,8500,8500
2470,8500,8500
2471,8500,8500
2472,8500,8541
2473,8500,8500
2474,8541,8500
2475,14417,9042
2476,8833,8833
2477,9042,8667
2478,8542,8542
2479,8542,8541
2480,8500,8500
2481,8542,8542
2482,8542,8541
2483,8541,8542
2484,8542,8542
2485,8542,8542
2486,8583,9208
2487,8875,8834
2488,8875,8833
2489,8875,9125
2490,8583,8500
2491,8542,8584
2492,8625,8583
2493,8625,8583
2494,8584,8584
2495,8583,8542
2496,8583,8583
2497,8583,8625
2498,8667,8584
2499,8583,8542
2500,8584,8583
2501,8667,8625
2502,8625,8666
2503,8625,8583
2504,8542,8625
2505,8625,8625
2506,8625,8625
2507,8625,8542
2508,8625,8625
2509,8625,8625
2510,8625,8625
2511,12125,8917
2512,8958,8958
2513,9333,8667
2514,8625,8583
2515,8625,8667
2516,8709,8667
2517,11375,9292
2518,8958,9000
2519,9000,9292
2520,8708,8667
2521,8708,8667
2522,8708,8667
2523,8708,8708
2524,8708,8708
2525,12042,9000
2526,9042,9041
2527,9208,8916
2528,8666,8708
2529,8708,8708
2530,8708,8708
2531,8708,8708
2532,8709,8708
2533,8708,8708
2534,8708,8708
2535,8709,8750
2536,8708,8750
2537,8792,8708
2538,8708,8666
2539,8750,8750
2540,8750,8708
2541,8750,8792
2542,8750,8750
2543,8709,8750
2544,8750,8792
2545,8750,8750
2546,8750,8750
2547,8750,8750
2548,9292,9084
2549,9125,9083
2550,9083,9041
2551,9209,9167
2552,8791,8792
2553,8791,8792
2554,8792,8791
2555,9500,9083
2556,9125,9083
2557,9125,9583
2558,9417,9708
2559,9333,9166
2560,8792,8834
2561,8833,8791
2562,8791,8791
2563,8833,8833
2564,8834,8834
2565,8834,8834
2566,8833,8833
2567,8833,8833
2568,8791,8875
2569,8834,8875
2570,8875,8833
2571,8834,8833
2572,8875,8833
2573,8833,8875
2574,8834,8875
2575,8875,8875
2576,8875,8875
2577,8875,8917
2578,8875,8834
2579,8875,8875
2580,8916,8875
2581,8875,8875
2582,8917,8875
2583,8917,8875
2584,8875,8916
2585,8917,8875
2586,8917,8917
2587,8875,8917
2588,8917,8916
2589,8916,8875
2590,8875,8917
2591,8833,8916
2592,8917,8917
2593,8917,8958
2594,8917,8917
2595,8833,8917
2596,8875,8916
2597,8875,8917
2598,8959,8959
2599,8959,8875
2600,9000,8958
2601,9000,9000
2602,8959,8917
2603,9000,8959
2604,9041,8958
2605,9000,8958
2606,9000,9000
2607,8917,8958
2608,8958,9083
2609,9042,9667
2610,9292,9334
2611,9417,9500
2612,9625,9583
2613,9750,9959
2614,15125,9834
2615,9666,9708
2616,9667,9834
2617,9334,9292
2618,9250,9292
2619,9333,9333
2620,9375,9333
2621,9375,9292
2622,9333,9416
2623,9333,9333
2624,9334,9375
2625,9375,9375
2626,9292,9334
2627,9416,9333
2628,9334,9292
2629,9417,9334
2630,9417,9375
2631,9375,9333
2632,9375,9375
2633,9375,9375
2634,9417,9417
2635,9375,9375
2636,9375,9375
2637,9417,9375
2638,9375,9333
2639,9375,9417
2640,9416,9458
2641,9500,9500
2642,9500,9375
2643,9458,9375
2644,9500,9416
2645,9417,9416
2646,9417,9875
2647,9750,9750
2648,9791,9708
2649,9791,9792
2650,9791,9792
2651,9834,9833
2652,9917,9791
2653,9792,10000
2654,9708,9875
2655,9792,9791
2656,9791,10000
2657,9458,13750
2658,9875,9792
2659,9834,10084
2660,9500,9459
2661,9500,9459
2662,9459,9458
2663,9500,9542
2664,9500,9500
2665,9500,9500
2666,9500,9500
2667,9500,9500
2668,9500,9500
2669,9500,9500
2670,9459,9542
2671,9667,9542
2672,9583,9583
2673,9583,9500
2674,9500,9500
2675,9542,9541
2676,9542,9541
2677,9542,9542
2678,9541,9542
2679,9459,9542
2680,9583,9542
2681,9500,9500
2682,9500,9542
2683,9541,9542
2684,10083,9875
2685,9916,9833
2686,9917,9916
2687,9916,9916
2688,9875,9917
2689,9958,10042
2690,9875,9958
2691,9708,9708
2692,9667,9584
2693,9625,9625
2694,9584,9583
2695,9667,9709
2696,9750,9667
2697,9667,9708
2698,9750,9708
2699,9667,9750
2700,9750,9666
2701,9625,9708
2702,9667,9625
2703,10167,10042
2704,10084,10167
2705,10167,10583
2706,10125,10084
2707,9625,9667
2708,9667,10250
2709,10084,9958
2710,10000,10208
2711,9708,9625
2712,9709,9750
2713,9750,9709
2714,9625,9667
2715,10041,10041
2716,10084,10000
2717,10125,9750
2718,9709,9667
2719,9708,9667
2720,9708,9667
2721,9667,9708
2722,9750,9750
2723,9709,9667
2724,9708,9750
2725,9750,9709
2726,9709,9709
2727,9708,9625
2728,9709,9708
2729,9750,9708
2730,9750,9666
2731,9708,9750
2732,9750,9750
2733,9750,9708
2734,9708,9750
2735,9708,9708
2736,9750,9750
2737,9750,9750
2738,9750,9750
2739,9792,9750
2740,9792,9750
2741,9750,9834
2742,9791,9750
2743,9791,9750
2744,10375,10125
2745,10125,10042
2746,10084,10167
2747,10166,10375
2748,9834,9792
2749,9792,9791
2750,9792,9792
2751,9833,9833
2752,9750,9792
2753,9792,9875
2754,9792,9834
2755,9750,9833
2756,9792,9833
2757,9792,9833
2758,9792,9792
2759,9833,9833
2760,9833,9833
2761,9834,9834
2762,9875,9875
2763,9917,9875
2764,9875,9917
2765,9834,9833
2766,9834,9833
2767,9958,9875
2768,9917,9917
2769,9916,9833
2770,9917,9959
2771,9916,9833
2772,9875,9916
2773,9875,9917
2774,9959,9917
2775,9875,9875
2776,9916,9917
2777,9875,9917
2778,9958,9875
2779,9958,9958
2780,9917,9958
2781,9875,9958
2782,9916,9958
2783,9958,9959
2784,9917,10000
2785,10000,9958
2786,9917,9958
2787,9959,9917
2788,9958,9958
2789,9875,9958
2790,9958,10041
2791,9958,9958
2792,10000,9958
2793,10000,9958
2794,9959,9959
2795,9958,9958
2796,9958,10042
2797,9917,9959
2798,9917,10000
2799,10000,10000
2800,9917,9959
2801,9917,9959
2802,10000,9958
2803,10000,9958
2804,10042,10000
2805,10000,10000
2806,10084,10084
2807,9959,9958
2808,9959,10000
2809,10041,10000
2810,10000,10000
2811,10000,10000
2812,10042,10042
2813,10000,10041
2814,10042,10042
2815,10042,10083
2816,10042,10000
2817,9959,10000
2818,10042,10084
2819,10041,10042
2820,10041,10042
2821,10084,10084
2822,10042,10041
2823,10042,10042
2824,10000,10084
2825,10125,10042
2826,10000,10083
2827,10084,10084
2828,10000,10083
2829,10084,10084
2830,10083,10083
2831,10083,10083
2832,10042,10083
2833,10083,10084
2834,10375,10500
2835,10458,10500
2836,10583,10083
2837,10125,10083
2838,10083,10083
2839,10084,10125
2840,10166,10125
2841,10125,10125
2842,10166,10208
2843,10167,10125
2844,10125,10209
2845,10333,10375
2846,10333,10292
2847,10042,10125
2848,10167,10208
2849,10125,10125
2850,10166,10125
2851,10084,10167
2852,10166,10208
2853,10208,10708
2854,10500,10583
2855,10750,10542
2856,11625,10542
2857,10541,10583
2858,10541,10583
2859,10209,10250
2860,10708,10542
2861,10625,11167
2862,10625,10541
2863,10584,10667
2864,10584,10625
2865,10833,10625
2866,10708,10625
2867,10667,10708
2868,10875,11292
2869,10667,10709
2870,10625,10667
2871,10708,10625
2872,10750,10625
2873,10583,10667
2874,10708,11041
2875,10666,10667
2876,10666,10625
2877,10708,10666
2878,10625,10750
2879,10666,10667
2880,10708,10667
2881,10792,11000
2882,10708,10750
2883,10666,10708
2884,10667,10792
2885,10791,10708
2886,10750,10709
2887,10709,10708
2888,10750,10916
2889,10834,10834
2890,10792,10750
2891,10750,10750
2892,10750,10958
2893,10958,10708
2894,10833,10792
2895,10709,10708
2896,10708,10708
2897,10875,10583
2898,10958,10708
2899,10833,10750
2900,10916,10958
2901,10791,10791
2902,10792,10750
2903,10833,10791
2904,10333,10458
2905,10792,10750
2906,10750,10750
2907,10750,10834
2908,10792,10458
2909,10875,10834
2910,10875,10834
2911,11125,10875
2912,10791,10875
2913,10750,10875
2914,10833,11083
2915,11041,10833
2916,10833,10792
2917,11083,10917
2918,10834,10834
2919,10833,10875
2920,10875,11167
2921,11041,10875
2922,10833,11916
2923,10792,10875
2924,11416,11083
2925,10916,10833
2926,11000,11208
2927,11333,10792
2928,11292,10875
2929,11291,10917
2930,10917,10875
2931,11125,11000
2932,10916,11000
2933,11208,10792
2934,10875,11083
2935,11084,10834
2936,10916,11208
2937,11500,10792
2938,11166,11000
2939,10916,11208
2940,11083,11750
2941,11084,11250
2942,10917,10833
2943,10958,10542
2944,10875,10917
2945,10792,10875
2946,11167,10917
2947,10875,10917
2948,10959,10500
2949,11000,10875
2950,10958,11083
2951,10958,10875
2952,10875,10916
2953,10500,10542
2954,10500,10500
2955,10542,10875
2956,10958,10916
2957,11166,10542
2958,10542,10541
2959,10542,10542
2960,10625,10542
2961,11125,10917
2962,10959,11292
2963,10917,10916
2964,11208,10541
2965,10583,10583
2966,10542,10583
2967,10583,10541
2968,10583,10875
2969,10958,10958
2970,11166,10833
2971,11000,11083
2972,11250,11000
2973,11000,11083
2974,11167,11042
2975,10958,11041
2976,11083,11208
2977,11000,11125
2978,11292,10750
2979,11000,11084
2980,11167,11333
2981,11000,11041
2982,11208,11291
2983,11042,11042
2984,11333,11083
2985,11042,11000
2986,11209,10709
2987,10875,11083
2988,11042,11166
2989,11083,11083
2990,11042,11250
2991,11125,11042
2992,11042,11334
2993,11250,11041
2994,11041,11125
2995,10666,10708
2996,11208,11042
2997,11083,11208
2998,10667,10667
2999,10709,10959
3000,11083,11083
3001,11333,10708
3002,10708,10667
3003,10750,11250
3004,11083,11041
3005,11084,10708
3006,10750,10750
3007,10750,10750
3008,10625,10750
3009,10833,10833
3010,10708,10708
3011,10750,10834
3012,10750,10708
3013,10750,10667
3014,10750,10750
3015,10750,19667
3016,11125,11125
3017,11125,11166
3018,11333,10750
3019,10875,10750
3020,10792,10792
3021,10791,10958
3022,10583,10375
3023,10333,10416
3024,10416,10417
3025,10333,10416
3026,10416,10417
3027,10417,10375
3028,10417,10417
3029,10459,10417
3030,16000,11041
3031,10791,10750
3032,10833,10416
3033,10458,10416
3034,10375,10458
3035,10458,10458
3036,10458,10417
3037,10458,10458
3038,11125,10834
3039,10792,10792
3040,10833,11083
3041,11209,13042
3042,11291,10833
3043,10833,10833
3044,10917,10875
3045,10833,10833
3046,10833,10833
3047,10833,10875
3048,10833,10875
3049,10833,10875
3050,10875,10834
3051,10834,10833
3052,10875,10917
3053,10917,10875
3054,10916,10917
3055,10875,10875
3056,11125,11375
3057,11250,11458
3058,10875,10958
3059,10875,10875
3060,10917,10875
3061,10958,11000
3062,11416,11292
3063,11458,11083
3064,10917,10916
3065,10917,10916
3066,10917,10917
3067,11333,11375
3068,11334,11417
3069,10875,10917
3070,10958,10958
3071,10917,10959
3072,10958,10916
3073,11084,10917
3074,11000,10959
3075,10875,11042
3076,11083,11042
3077,11042,10916
3078,10959,11000
3079,10958,11000
3080,10959,10959
3081,11333,11334
3082,11333,11792
3083,11375,11333
3084,11375,11458
3085,10958,10959
3086,10917,11042
3087,11084,11459
3088,11417,11416
3089,11542,11500
3090,11459,11375
3091,11375,11000
3092,11000,11041
3093,11000,11000
3094,11041,11000
3095,11041,10958
3096,11042,11042
3097,11083,11042
3098,11000,11042
3099,11125,11625
3100,11458,11500
3101,11709,11250
3102,11459,11500
3103,11500,11584
3104,11042,11083
3105,11041,11208
3106,11042,11125
3107,11125,11084
3108,11042,11083
3109,11041,11041
3110,11041,11000
3111,11083,11208
3112,11083,11083
3113,11041,11083
3114,11125,11083
3115,11083,11083
3116,11125,11125
3117,11125,11125
3118,11125,11125
3119,11166,11125
3120,11125,11125
3121,11125,11083
3122,11125,11125
3123,11125,11166
3124,11125,11125
3125,11125,11125
3126,11125,11125
3127,11125,11125
3128,11125,11125
3129,11167,11208
3130,11167,11125
3131,11166,11250
3132,11167,11167
3133,11167,11167
3134,11166,11125
3135,11166,11167
3136,11209,11209
3137,11250,11209
3138,11166,11167
3139,11167,11167
3140,11209,11209
3141,11209,11709
3142,11625,11667
3143,11709,12000
3144,11583,11542
3145,11792,11209
3146,11209,11209
3147,11250,11333
3148,11334,11250
3149,11250,11291
3150,11250,11209
3151,11292,11375
3152,11250,11292
3153,11209,11292
3154,11250,11250
3155,11250,11208
3156,11250,11292
3157,11250,11250
3158,11250,11250
3159,11208,11250
3160,11250,11333
3161,11333,11208
3162,11250,11375
3163,11292,11250
3164,11250,11250
3165,11209,11292
3166,11250,11334
3167,11292,11250
3168,11333,11333
3169,11333,11292
3170,11250,11250
3171,11375,11292
3172,11333,11292
3173,11292,11250
3174,11292,11291
3175,11375,11291
3176,11292,11292
3177,11333,11792
3178,11750,11708
3179,11708,11833
3180,11875,11291
3181,11375,11375
3182,11875,11750
3183,11750,11834
3184,11375,11417
3185,11917,11875
3186,11750,11875
3187,11334,11375
3188,11334,11375
3189,11500,11958
3190,11708,11833
3191,12041,11792
3192,11791,11792
3193,11375,11375
3194,11375,11375
3195,11375,11416
3196,11917,11750
3197,11875,11583
3198,11375,11375
3199,11292,11375
3200,11375,11458
3201,11625,11875
3202,11791,12125
3203,11500,11958
3204,11833,11791
3205,11583,11417
3206,11416,11417
3207,11417,11584
3208,11834,11834
3209,12125,11500
3210,11459,12042
3211,11875,11833
3212,11500,11458
3213,11417,11500
3214,11459,11417
3215,11416,11958
3216,11875,11833
3217,11833,11417
3218,11458,11458
3219,11458,11541
3220,11541,11875
3221,11875,11875
3222,12000,11458
3223,11458,11458
3224,11500,11417
3225,11458,11458
3226,11542,11625
3227,11917,11916
3228,11917,11917
3229,11875,11916
3230,11958,12083
3231,12000,11958
3232,11917,11917
3233,12000,11916
3234,11959,11875
3235,11916,11958
3236,12000,12042
3237,11917,11958
3238,11959,12042
3239,12000,12042
3240,12042,12000
3241,12000,12000
3242,12125,12084
3243,12041,12000
3244,12000,11959
3245,11959,12000
3246,12000,12000
3247,11959,11958
3248,12042,11958
3249,12083,12000
3250,11958,11959
3251,12041,12000
3252,11958,12083
3253,12083,12041
3254,12000,12000
3255,12042,12000
3256,12084,12042
3257,12125,12042
3258,12125,12041
3259,12042,12125
3260,12000,12041
3261,12041,12083
3262,12000,12041
3263,12084,12084
3264,12125,12125
3265,12209,12125
3266,12084,12000
3267,12083,12125
3268,12083,12125
3269,12084,12125
3270,12000,12083
